County,Year,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths
"Los Angeles County, CA",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,97.0
"Los Angeles County, CA",2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0
"Madera County, CA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Marin County, CA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0
"Marin County, CA",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0
"Merced County, CA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0
"Monterey County, CA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0
"Napa County, CA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Nevada County, CA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Orange County, CA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,251.0
"Orange County, CA",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,57.0
"Orange County, CA",2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0
"Placer County, CA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0
"Riverside County, CA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,228.0
"Riverside County, CA",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,54.0
"Sacramento County, CA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,157.0
"Sacramento County, CA",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,31.0
"Sacramento County, CA",2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,17.0
"San Bernardino County, CA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,85.0
"San Bernardino County, CA",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,34.0
"San Diego County, CA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,335.0
"San Diego County, CA",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,89.0
"San Francisco County, CA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,118.0
"San Francisco County, CA",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0
"San Joaquin County, CA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,95.0
"San Luis Obispo County, CA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0
"San Mateo County, CA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0
"San Mateo County, CA",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0
"Santa Barbara County, CA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0
"Santa Clara County, CA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,100.0
"Santa Clara County, CA",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,30.0
"Santa Clara County, CA",2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0
"Santa Cruz County, CA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0
"Santa Cruz County, CA",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0
"Shasta County, CA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,42.0
"Solano County, CA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0
"Sonoma County, CA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,55.0
"Stanislaus County, CA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,66.0
"Sutter County, CA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Tehama County, CA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Tulare County, CA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0
"Ventura County, CA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,92.0
"Ventura County, CA",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,19.0
"Yolo County, CA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Adams County, CO",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,78.0
"Adams County, CO",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0
"Arapahoe County, CO",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,64.0
"Arapahoe County, CO",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0
"Boulder County, CO",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"Boulder County, CO",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0
"Denver County, CO",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,95.0
"Denver County, CO",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,25.0
"Douglas County, CO",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"El Paso County, CO",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,78.0
"El Paso County, CO",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18.0
"Jefferson County, CO",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,57.0
"Jefferson County, CO",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18.0
"Larimer County, CO",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0
"Mesa County, CO",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Pueblo County, CO",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0
"Weld County, CO",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Fairfield County, CT",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,68.0
"Hartford County, CT",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,98.0
"Hartford County, CT",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0
"Litchfield County, CT",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Middlesex County, CT",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"New Haven County, CT",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,97.0
"New Haven County, CT",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0
"New London County, CT",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0
"Tolland County, CT",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Windham County, CT",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Kent County, DE",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0
"New Castle County, DE",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,65.0
"New Castle County, DE",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0
"Sussex County, DE",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"District of Columbia, DC",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,61.0
"District of Columbia, DC",2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0
"Alachua County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Bay County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Brevard County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,98.0
"Brevard County, FL",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0
"Broward County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,191.0
"Broward County, FL",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,37.0
"Citrus County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0
"Clay County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0
"Collier County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0
"Columbia County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Duval County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,150.0
"Duval County, FL",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0
"Escambia County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Hernando County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Highlands County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Hillsborough County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,160.0
"Hillsborough County, FL",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,25.0
"Indian River County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Lake County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0
"Lee County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0
"Lee County, FL",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18.0
"Levy County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Manatee County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,40.0
"Marion County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0
"Martin County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Miami-Dade County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,101.0
"Miami-Dade County, FL",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,34.0
"Nassau County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Okaloosa County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Okeechobee County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Orange County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,102.0
"Orange County, FL",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,29.0
"Osceola County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0
"Palm Beach County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,134.0
"Palm Beach County, FL",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,51.0
"Pasco County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,95.0
"Pasco County, FL",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0
"Pinellas County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,169.0
"Pinellas County, FL",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,52.0
"Polk County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,73.0
"Polk County, FL",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0
"St. Johns County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"St. Lucie County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0
"Santa Rosa County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Sarasota County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,55.0
"Sarasota County, FL",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0
"Seminole County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,40.0
"Volusia County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,68.0
"Volusia County, FL",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,17.0
"Barrow County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Bartow County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Bibb County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Carroll County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Catoosa County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Chatham County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"Cherokee County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Clarke County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Clayton County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0
"Cobb County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,66.0
"Cobb County, GA",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0
"Columbia County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Coweta County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"DeKalb County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,40.0
"Dougherty County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Douglas County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Floyd County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Forsyth County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Fulton County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,75.0
"Fulton County, GA",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,17.0
"Glynn County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Gwinnett County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0
"Gwinnett County, GA",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0
"Hall County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Henry County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Jackson County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Murray County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Muscogee County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Paulding County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Richmond County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0
"Rockdale County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Spalding County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Walker County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Walton County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Whitfield County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Honolulu County, HI",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,68.0
"Honolulu County, HI",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,20.0
"Honolulu County, HI",2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,15.0
"Maui County, HI",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Ada County, ID",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0
"Bannock County, ID",2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13.0
"Bonneville County, ID",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Kootenai County, ID",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Champaign County, IL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Cook County, IL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,545.0
"Cook County, IL",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,65.0
"DuPage County, IL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,95.0
"DuPage County, IL",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0
"Grundy County, IL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Kane County, IL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0
"Lake County, IL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,69.0
"LaSalle County, IL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"McHenry County, IL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,40.0
"McLean County, IL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0
"Macon County, IL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Madison County, IL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,56.0
"Peoria County, IL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"Rock Island County, IL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"St. Clair County, IL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0
"Sangamon County, IL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0
"Tazewell County, IL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"Vermilion County, IL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Will County, IL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,65.0
"Winnebago County, IL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,77.0
"Allen County, IN",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0
"Clark County, IN",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0
"Dearborn County, IN",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Delaware County, IN",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Elkhart County, IN",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Floyd County, IN",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Grant County, IN",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0
"Hamilton County, IN",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Hendricks County, IN",2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0
"Howard County, IN",2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,15.0
"Jackson County, IN",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Johnson County, IN",2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0
"Kosciusko County, IN",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Lake County, IN",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"La Porte County, IN",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Madison County, IN",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0
"Marion County, IN",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,157.0
"Marion County, IN",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,24.0
"Marion County, IN",2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0
"Monroe County, IN",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Montgomery County, IN",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Morgan County, IN",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"Porter County, IN",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"St. Joseph County, IN",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0
"Scott County, IN",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Tippecanoe County, IN",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Vanderburgh County, IN",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0
"Vanderburgh County, IN",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0
"Linn County, IA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Polk County, IA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0
"Polk County, IA",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0
"Scott County, IA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Butler County, KS",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Douglas County, KS",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Johnson County, KS",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0
"Johnson County, KS",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0
"Sedgwick County, KS",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,57.0
"Sedgwick County, KS",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0
"Shawnee County, KS",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Wyandotte County, KS",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Boone County, KY",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0
"Boyd County, KY",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Bullitt County, KY",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Campbell County, KY",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,53.0
"Clark County, KY",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Clinton County, KY",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Daviess County, KY",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Estill County, KY",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Fayette County, KY",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0
"Floyd County, KY",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Grant County, KY",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Hardin County, KY",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Harlan County, KY",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Jefferson County, KY",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,148.0
"Jefferson County, KY",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18.0
