County,Year,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths
"Sacramento County, CA",2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,29.0
"San Bernardino County, CA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0
"San Bernardino County, CA",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,28.0
"San Bernardino County, CA",2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,19.0
"San Diego County, CA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,228.0
"San Diego County, CA",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,48.0
"San Francisco County, CA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,106.0
"San Francisco County, CA",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,17.0
"San Joaquin County, CA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0
"San Luis Obispo County, CA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"San Mateo County, CA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0
"San Mateo County, CA",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0
"Santa Barbara County, CA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0
"Santa Clara County, CA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,59.0
"Santa Clara County, CA",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18.0
"Santa Clara County, CA",2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0
"Santa Cruz County, CA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Shasta County, CA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0
"Solano County, CA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0
"Sonoma County, CA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,51.0
"Stanislaus County, CA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,67.0
"Tulare County, CA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0
"Tuolumne County, CA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Ventura County, CA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,51.0
"Ventura County, CA",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0
"Yolo County, CA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Adams County, CO",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,48.0
"Adams County, CO",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0
"Arapahoe County, CO",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0
"Arapahoe County, CO",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0
"Boulder County, CO",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0
"Denver County, CO",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,104.0
"Denver County, CO",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,23.0
"Denver County, CO",2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13.0
"Douglas County, CO",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"El Paso County, CO",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,67.0
"El Paso County, CO",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0
"Jefferson County, CO",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0
"Larimer County, CO",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0
"Pueblo County, CO",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Pueblo County, CO",2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0
"Fairfield County, CT",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0
"Hartford County, CT",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,74.0
"Litchfield County, CT",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"New Haven County, CT",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,81.0
"New Haven County, CT",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0
"New London County, CT",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"New Castle County, DE",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0
"District of Columbia, DC",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,51.0
"District of Columbia, DC",2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,19.0
"Bay County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Brevard County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,90.0
"Brevard County, FL",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,29.0
"Broward County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,224.0
"Broward County, FL",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,35.0
"Broward County, FL",2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,18.0
"Charlotte County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Citrus County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Clay County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Collier County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0
"Columbia County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Duval County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,84.0
"Duval County, FL",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18.0
"Escambia County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0
"Hernando County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Hillsborough County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,139.0
"Hillsborough County, FL",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,23.0
"Indian River County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Lake County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Lee County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,70.0
"Lee County, FL",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0
"Leon County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Manatee County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0
"Marion County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0
"Martin County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Miami-Dade County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,105.0
"Miami-Dade County, FL",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,19.0
"Nassau County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Okaloosa County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Orange County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,74.0
"Orange County, FL",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0
"Osceola County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Palm Beach County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,190.0
"Palm Beach County, FL",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,25.0
"Palm Beach County, FL",2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0
"Pasco County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,74.0
"Pasco County, FL",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0
"Pinellas County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,145.0
"Pinellas County, FL",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,31.0
"Polk County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,48.0
"Polk County, FL",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0
"St. Lucie County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Santa Rosa County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Sarasota County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,60.0
"Seminole County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0
"Seminole County, FL",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0
"Volusia County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,67.0
"Volusia County, FL",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18.0
"Walton County, FL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Bibb County, GA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0
"Carroll County, GA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Catoosa County, GA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Chatham County, GA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Cherokee County, GA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Clayton County, GA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Cobb County, GA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,40.0
"Columbia County, GA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Coweta County, GA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"DeKalb County, GA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Floyd County, GA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Fulton County, GA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,79.0
"Fulton County, GA",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0
"Gwinnett County, GA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Hall County, GA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Henry County, GA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Richmond County, GA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Walker County, GA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Whitfield County, GA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Hawaii County, HI",2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,19.0
"Honolulu County, HI",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,63.0
"Honolulu County, HI",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0
"Honolulu County, HI",2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0
"Ada County, ID",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Champaign County, IL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Cook County, IL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,469.0
"Cook County, IL",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,38.0
"DuPage County, IL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0
"DuPage County, IL",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0
"Kane County, IL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0
"Lake County, IL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,51.0
"LaSalle County, IL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"McHenry County, IL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"McLean County, IL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Madison County, IL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Peoria County, IL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Sangamon County, IL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Will County, IL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,50.0
"Winnebago County, IL",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0
"Allen County, IN",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0
"Dearborn County, IN",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Delaware County, IN",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Floyd County, IN",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Henry County, IN",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Johnson County, IN",2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0
"Madison County, IN",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0
"Marion County, IN",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Marion County, IN",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0
"Marion County, IN",2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,69.0
"Porter County, IN",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"St. Joseph County, IN",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Tippecanoe County, IN",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Vanderburgh County, IN",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0
"Linn County, IA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Polk County, IA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Polk County, IA",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0
"Johnson County, KS",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Sedgwick County, KS",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,68.0
"Sedgwick County, KS",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0
"Shawnee County, KS",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Wyandotte County, KS",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Bell County, KY",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Boone County, KY",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Campbell County, KY",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Daviess County, KY",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Fayette County, KY",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0
"Floyd County, KY",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Jefferson County, KY",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,66.0
"Jessamine County, KY",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Kenton County, KY",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Kenton County, KY",2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,15.0
"Laurel County, KY",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"McCracken County, KY",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Perry County, KY",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Pike County, KY",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0
"Acadia Parish, LA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"Ascension Parish, LA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Bossier Parish, LA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Caddo Parish, LA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Calcasieu Parish, LA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Calcasieu Parish, LA",2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,37.0
"East Baton Rouge Parish, LA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Jefferson Parish, LA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,99.0
"Lafayette Parish, LA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"Livingston Parish, LA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0
"Orleans Parish, LA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Ouachita Parish, LA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"St. Bernard Parish, LA",2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,16.0
"St. Landry Parish, LA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"St. Tammany Parish, LA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,55.0
"Tangipahoa Parish, LA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0
"Terrebonne Parish, LA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Cumberland County, ME",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Kennebec County, ME",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Penobscot County, ME",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"York County, ME",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Anne Arundel County, MD",2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,58.0
"Baltimore County, MD",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0
"Baltimore County, MD",2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,101.0
"Carroll County, MD",2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,18.0
"Cecil County, MD",2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0
"Frederick County, MD",2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13.0
"Harford County, MD",2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,23.0
"Montgomery County, MD",2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,29.0
"Prince George's County, MD",2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,34.0
"Washington County, MD",2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0
"Baltimore city, MD",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Baltimore city, MD",2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,203.0
"Barnstable County, MA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Berkshire County, MA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Bristol County, MA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,79.0
"Essex County, MA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,90.0
"Essex County, MA",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0
"Hampden County, MA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0
"Middlesex County, MA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,118.0
"Middlesex County, MA",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,20.0
"Middlesex County, MA",2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,18.0
"Norfolk County, MA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,61.0
"Norfolk County, MA",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0
"Plymouth County, MA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0
"Suffolk County, MA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,85.0
"Worcester County, MA",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,62.0
"Worcester County, MA",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0
"Berrien County, MI",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Calhoun County, MI",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Genesee County, MI",2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0
"Ingham County, MI",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Jackson County, MI",2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0
"Kalamazoo County, MI",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Kent County, MI",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0
"Macomb County, MI",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,90.0
"Macomb County, MI",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0
"Macomb County, MI",2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,20.0
"Monroe County, MI",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Muskegon County, MI",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Oakland County, MI",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Oakland County, MI",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0
"Oakland County, MI",2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,39.0
"Saginaw County, MI",2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0
"St. Clair County, MI",2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,15.0
"Washtenaw County, MI",2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0
"Wayne County, MI",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,209.0
"Wayne County, MI",2005.0,Drug poisonings (overdose) Suicide (X60-X64),D2,26.0
"Wayne County, MI",2005.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,16.0
"Anoka County, MN",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Hennepin County, MN",2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,58.0
