County,Year,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths
"Mohave County, AZ",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,17.0
"Navajo County, AZ",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Pima County, AZ",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,162.0
"Pima County, AZ",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,26.0
"Pima County, AZ",2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,16.0
"Pinal County, AZ",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0
"Pinal County, AZ",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0
"Yavapai County, AZ",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0
"Yuma County, AZ",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Benton County, AR",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Craighead County, AR",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Faulkner County, AR",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Garland County, AR",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Garland County, AR",2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0
"Pulaski County, AR",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0
"Pulaski County, AR",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0
"Pulaski County, AR",2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0
"Sebastian County, AR",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Washington County, AR",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Alameda County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,106.0
"Alameda County, CA",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,25.0
"Butte County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,74.0
"Butte County, CA",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0
"Contra Costa County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,77.0
"Contra Costa County, CA",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0
"El Dorado County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0
"Fresno County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,96.0
"Humboldt County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0
"Kern County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,123.0
"Kern County, CA",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0
"Kings County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Lake County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0
"Lassen County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Los Angeles County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,552.0
"Los Angeles County, CA",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,113.0
"Los Angeles County, CA",2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,32.0
"Madera County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Marin County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Marin County, CA",2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0
"Mendocino County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Merced County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"Monterey County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0
"Napa County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Orange County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,234.0
"Orange County, CA",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,58.0
"Orange County, CA",2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,21.0
"Placer County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Riverside County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,213.0
"Riverside County, CA",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,37.0
"Sacramento County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,151.0
"Sacramento County, CA",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,47.0
"Sacramento County, CA",2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,18.0
"San Bernardino County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,82.0
"San Bernardino County, CA",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,40.0
"San Bernardino County, CA",2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0
"San Diego County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,288.0
"San Diego County, CA",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,76.0
"San Francisco County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,151.0
"San Francisco County, CA",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0
"San Joaquin County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,121.0
"San Luis Obispo County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0
"San Luis Obispo County, CA",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0
"San Mateo County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0
"San Mateo County, CA",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0
"Santa Barbara County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0
"Santa Clara County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,94.0
"Santa Clara County, CA",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,29.0
"Santa Clara County, CA",2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0
"Santa Cruz County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0
"Shasta County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0
"Siskiyou County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Solano County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0
"Solano County, CA",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0
"Sonoma County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,53.0
"Sonoma County, CA",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,23.0
"Stanislaus County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,83.0
"Tulare County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Tuolumne County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Ventura County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,67.0
"Ventura County, CA",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,26.0
"Yolo County, CA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Adams County, CO",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,53.0
"Arapahoe County, CO",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,67.0
"Arapahoe County, CO",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0
"Boulder County, CO",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Denver County, CO",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,102.0
"Denver County, CO",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,19.0
"Douglas County, CO",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"El Paso County, CO",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,59.0
"El Paso County, CO",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18.0
"Jefferson County, CO",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0
"Jefferson County, CO",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,21.0
"Larimer County, CO",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0
"Mesa County, CO",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Pueblo County, CO",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Pueblo County, CO",2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0
"Weld County, CO",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Fairfield County, CT",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,51.0
"Hartford County, CT",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,67.0
"Hartford County, CT",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0
"Litchfield County, CT",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Middlesex County, CT",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"New Haven County, CT",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,97.0
"New Haven County, CT",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0
"New London County, CT",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0
"Windham County, CT",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Kent County, DE",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"New Castle County, DE",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,70.0
"Sussex County, DE",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0
"District of Columbia, DC",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,61.0
"District of Columbia, DC",2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0
"Alachua County, FL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Bay County, FL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Brevard County, FL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,119.0
"Brevard County, FL",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0
"Broward County, FL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,205.0
"Broward County, FL",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,42.0
"Broward County, FL",2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,15.0
"Citrus County, FL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0
"Clay County, FL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Collier County, FL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0
"Columbia County, FL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Duval County, FL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,120.0
"Duval County, FL",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,26.0
"Escambia County, FL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Hernando County, FL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,50.0
"Hillsborough County, FL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,237.0
"Hillsborough County, FL",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,22.0
"Indian River County, FL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Lake County, FL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0
"Lee County, FL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,80.0
"Lee County, FL",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,26.0
"Manatee County, FL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,61.0
"Manatee County, FL",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0
"Marion County, FL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,51.0
"Martin County, FL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Miami-Dade County, FL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,77.0
"Miami-Dade County, FL",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,21.0
"Monroe County, FL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Nassau County, FL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Okaloosa County, FL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Orange County, FL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,125.0
"Orange County, FL",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,24.0
"Osceola County, FL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Palm Beach County, FL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,193.0
"Palm Beach County, FL",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,37.0
"Pasco County, FL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,159.0
"Pasco County, FL",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0
"Pinellas County, FL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,238.0
"Pinellas County, FL",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,33.0
"Pinellas County, FL",2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13.0
"Polk County, FL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,86.0
"Putnam County, FL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"St. Johns County, FL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"St. Lucie County, FL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0
"Santa Rosa County, FL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Sarasota County, FL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,64.0
"Sarasota County, FL",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,19.0
"Seminole County, FL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,61.0
"Volusia County, FL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,104.0
"Barrow County, GA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Bartow County, GA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Bibb County, GA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Carroll County, GA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Chatham County, GA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"Cherokee County, GA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0
"Clayton County, GA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Cobb County, GA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,50.0
"Columbia County, GA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"DeKalb County, GA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0
"DeKalb County, GA",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0
"Douglas County, GA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Fannin County, GA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Floyd County, GA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Forsyth County, GA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Fulton County, GA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,91.0
"Fulton County, GA",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18.0
"Gwinnett County, GA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0
"Gwinnett County, GA",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0
"Hall County, GA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Haralson County, GA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Henry County, GA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Murray County, GA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Muscogee County, GA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"Paulding County, GA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0
"Polk County, GA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Richmond County, GA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0
"Whitfield County, GA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Hawaii County, HI",2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0
"Honolulu County, HI",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,82.0
"Honolulu County, HI",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18.0
"Ada County, ID",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0
"Bannock County, ID",2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0
"Bonneville County, ID",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Canyon County, ID",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Champaign County, IL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Cook County, IL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,439.0
"Cook County, IL",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,44.0
"DuPage County, IL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,62.0
"DuPage County, IL",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0
"Kane County, IL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Lake County, IL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,80.0
"Lake County, IL",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0
"LaSalle County, IL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0
"McHenry County, IL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0
"McLean County, IL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Madison County, IL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,57.0
"Marion County, IL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Peoria County, IL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"St. Clair County, IL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0
"Tazewell County, IL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Will County, IL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,54.0
"Williamson County, IL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Winnebago County, IL",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0
"Allen County, IN",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0
"Bartholomew County, IN",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Clark County, IN",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Dearborn County, IN",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Delaware County, IN",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Elkhart County, IN",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Floyd County, IN",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Grant County, IN",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Greene County, IN",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Hamilton County, IN",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Henry County, IN",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Howard County, IN",2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,21.0
"Jackson County, IN",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Johnson County, IN",2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,16.0
"Lake County, IN",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"La Porte County, IN",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Madison County, IN",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0
"Marion County, IN",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,106.0
"Marion County, IN",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,28.0
"Marion County, IN",2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,17.0
"Monroe County, IN",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Morgan County, IN",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Porter County, IN",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0
"St. Joseph County, IN",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Vanderburgh County, IN",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Vanderburgh County, IN",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,25.0
"Wabash County, IN",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Wayne County, IN",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Linn County, IA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Polk County, IA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0
"Polk County, IA",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0
"Scott County, IA",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Johnson County, KS",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Johnson County, KS",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0
"Sedgwick County, KS",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,40.0
"Shawnee County, KS",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Wyandotte County, KS",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Bell County, KY",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0
"Boone County, KY",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0
"Boyd County, KY",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Breathitt County, KY",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Campbell County, KY",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"Carter County, KY",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Clay County, KY",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Daviess County, KY",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Fayette County, KY",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0
"Floyd County, KY",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0
"Greenup County, KY",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Hardin County, KY",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Harlan County, KY",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Jefferson County, KY",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,91.0
"Jefferson County, KY",2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0
"Johnson County, KY",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Kenton County, KY",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0
"Kenton County, KY",2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,29.0
"Knott County, KY",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Knox County, KY",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Laurel County, KY",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Letcher County, KY",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"McCracken County, KY",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Madison County, KY",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Pike County, KY",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0
"Powell County, KY",2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
