County,Year,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths
"Indian River County, FL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Lake County, FL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0
"Lee County, FL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,75.0
"Lee County, FL",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,21.0
"Leon County, FL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Manatee County, FL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,63.0
"Manatee County, FL",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0
"Marion County, FL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,46.0
"Martin County, FL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Miami-Dade County, FL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,98.0
"Miami-Dade County, FL",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,24.0
"Monroe County, FL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Nassau County, FL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Okaloosa County, FL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Okeechobee County, FL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Orange County, FL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,125.0
"Orange County, FL",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,23.0
"Osceola County, FL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0
"Palm Beach County, FL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,160.0
"Palm Beach County, FL",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,43.0
"Pasco County, FL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,127.0
"Pasco County, FL",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,20.0
"Pinellas County, FL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,213.0
"Pinellas County, FL",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,31.0
"Polk County, FL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,91.0
"Polk County, FL",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,21.0
"Putnam County, FL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"St. Johns County, FL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"St. Lucie County, FL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,40.0
"Santa Rosa County, FL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Sarasota County, FL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,65.0
"Sarasota County, FL",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,19.0
"Seminole County, FL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0
"Seminole County, FL",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0
"Volusia County, FL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,78.0
"Volusia County, FL",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0
"Bartow County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Bibb County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Camden County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Carroll County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Catoosa County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Chatham County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Cherokee County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Clarke County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Clayton County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Cobb County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,65.0
"Coweta County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"DeKalb County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0
"Douglas County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Fayette County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Floyd County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Forsyth County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Fulton County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,83.0
"Fulton County, GA",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0
"Gordon County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Gwinnett County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0
"Gwinnett County, GA",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0
"Hall County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"Henry County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0
"Jackson County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Murray County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Muscogee County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Newton County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Paulding County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Richmond County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Troup County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Walker County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Whitfield County, GA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Hawaii County, HI",2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0
"Honolulu County, HI",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,78.0
"Honolulu County, HI",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0
"Honolulu County, HI",2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,21.0
"Maui County, HI",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Maui County, HI",2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0
"Ada County, ID",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0
"Ada County, ID",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0
"Bannock County, ID",2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0
"Bonneville County, ID",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Canyon County, ID",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Champaign County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Cook County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,450.0
"Cook County, IL",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,46.0
"DeKalb County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"DuPage County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,73.0
"DuPage County, IL",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0
"Kane County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0
"Kankakee County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Kendall County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Lake County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,72.0
"Lake County, IL",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0
"LaSalle County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0
"McHenry County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0
"McLean County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Madison County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0
"Peoria County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0
"Rock Island County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"St. Clair County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0
"Sangamon County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Tazewell County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Will County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,68.0
"Williamson County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Winnebago County, IL",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0
"Allen County, IN",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Clark County, IN",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0
"Delaware County, IN",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Elkhart County, IN",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Floyd County, IN",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Grant County, IN",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Hamilton County, IN",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Hendricks County, IN",2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13.0
"Howard County, IN",2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,17.0
"Johnson County, IN",2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0
"Lake County, IN",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"La Porte County, IN",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Madison County, IN",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,42.0
"Marion County, IN",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,126.0
"Marion County, IN",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,20.0
"Marion County, IN",2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0
"Monroe County, IN",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Montgomery County, IN",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Porter County, IN",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"St. Joseph County, IN",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0
"Scott County, IN",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Tippecanoe County, IN",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Vanderburgh County, IN",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0
"Vanderburgh County, IN",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,17.0
"Wayne County, IN",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Linn County, IA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Polk County, IA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0
"Polk County, IA",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0
"Scott County, IA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Johnson County, KS",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0
"Johnson County, KS",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0
"Sedgwick County, KS",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0
"Shawnee County, KS",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Wyandotte County, KS",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Bell County, KY",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Boone County, KY",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Boyd County, KY",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Bullitt County, KY",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Campbell County, KY",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0
"Clark County, KY",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Clay County, KY",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Fayette County, KY",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0
"Floyd County, KY",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0
"Harlan County, KY",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Jefferson County, KY",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,129.0
