County,Year,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths
"Arapahoe County, CO",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0
"Boulder County, CO",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Denver County, CO",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,97.0
"Denver County, CO",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0
"El Paso County, CO",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0
"El Paso County, CO",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,20.0
"Jefferson County, CO",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"Jefferson County, CO",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,17.0
"Jefferson County, CO",2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0
"Larimer County, CO",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Larimer County, CO",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0
"Pueblo County, CO",2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0
"Weld County, CO",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Fairfield County, CT",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,53.0
"Fairfield County, CT",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0
"Hartford County, CT",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,65.0
"Hartford County, CT",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0
"Litchfield County, CT",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"New Haven County, CT",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,70.0
"New Haven County, CT",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0
"New London County, CT",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"New London County, CT",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0
"Windham County, CT",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Kent County, DE",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"New Castle County, DE",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0
"New Castle County, DE",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0
"District of Columbia, DC",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,90.0
"Alachua County, FL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Bay County, FL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Brevard County, FL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,83.0
"Brevard County, FL",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0
"Broward County, FL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,170.0
"Broward County, FL",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,60.0
"Citrus County, FL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Clay County, FL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Collier County, FL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0
"Duval County, FL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,107.0
"Duval County, FL",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,20.0
"Escambia County, FL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0
"Hernando County, FL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Highlands County, FL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Hillsborough County, FL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,114.0
"Hillsborough County, FL",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0
"Indian River County, FL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Lake County, FL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Lee County, FL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,61.0
"Lee County, FL",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0
"Leon County, FL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Manatee County, FL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,42.0
"Marion County, FL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0
"Marion County, FL",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0
"Martin County, FL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Miami-Dade County, FL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,82.0
"Miami-Dade County, FL",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0
"Monroe County, FL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Okaloosa County, FL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Orange County, FL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,83.0
"Osceola County, FL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Palm Beach County, FL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,175.0
"Palm Beach County, FL",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,24.0
"Pasco County, FL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,52.0
"Pasco County, FL",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0
"Pinellas County, FL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,112.0
"Pinellas County, FL",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,23.0
"Polk County, FL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,42.0
"St. Lucie County, FL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Santa Rosa County, FL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Sarasota County, FL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,50.0
"Sarasota County, FL",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0
"Seminole County, FL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0
"Volusia County, FL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,48.0
"Bibb County, GA",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Cherokee County, GA",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Clayton County, GA",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Cobb County, GA",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0
"DeKalb County, GA",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Fulton County, GA",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,62.0
"Gwinnett County, GA",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Muscogee County, GA",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Richmond County, GA",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Rockdale County, GA",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Hawaii County, HI",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Honolulu County, HI",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,47.0
"Honolulu County, HI",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0
"Ada County, ID",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Cook County, IL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,410.0
"Cook County, IL",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,33.0
"DuPage County, IL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,48.0
"Lake County, IL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0
"Lake County, IL",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0
"McHenry County, IL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"McLean County, IL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Madison County, IL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Will County, IL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0
"Winnebago County, IL",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Clark County, IN",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Delaware County, IN",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Lake County, IN",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Madison County, IN",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Marion County, IN",2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,53.0
"Vanderburgh County, IN",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Polk County, IA",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Johnson County, KS",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Johnson County, KS",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0
"Sedgwick County, KS",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,46.0
"Bell County, KY",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Boone County, KY",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Campbell County, KY",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Fayette County, KY",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0
"Floyd County, KY",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Harlan County, KY",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Jefferson County, KY",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,72.0
"Jefferson County, KY",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0
"Kenton County, KY",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Kenton County, KY",2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0
"Madison County, KY",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Perry County, KY",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Pike County, KY",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Warren County, KY",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Whitley County, KY",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Acadia Parish, LA",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Ascension Parish, LA",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Bossier Parish, LA",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Caddo Parish, LA",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Calcasieu Parish, LA",2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,25.0
"East Baton Rouge Parish, LA",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Jefferson Parish, LA",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,86.0
"Lafayette Parish, LA",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0
"Livingston Parish, LA",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"Orleans Parish, LA",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"St. Bernard Parish, LA",2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,29.0
"St. Landry Parish, LA",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"St. Tammany Parish, LA",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,40.0
"Terrebonne Parish, LA",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Cumberland County, ME",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0
"Penobscot County, ME",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"York County, ME",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Allegany County, MD",2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,15.0
"Anne Arundel County, MD",2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,41.0
"Baltimore County, MD",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0
"Baltimore County, MD",2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,137.0
"Carroll County, MD",2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,23.0
"Cecil County, MD",2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13.0
"Frederick County, MD",2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0
"Harford County, MD",2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,37.0
"Howard County, MD",2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,17.0
"Montgomery County, MD",2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,28.0
"Prince George's County, MD",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Prince George's County, MD",2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,38.0
"Baltimore city, MD",2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,253.0
"Barnstable County, MA",2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,21.0
"Bristol County, MA",2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,99.0
"Essex County, MA",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Essex County, MA",2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,89.0
"Hampden County, MA",2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,50.0
"Hampshire County, MA",2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0
"Middlesex County, MA",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Middlesex County, MA",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0
"Middlesex County, MA",2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,121.0
"Norfolk County, MA",2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,41.0
"Plymouth County, MA",2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,48.0
"Suffolk County, MA",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Suffolk County, MA",2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,117.0
"Worcester County, MA",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0
"Worcester County, MA",2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,66.0
"Calhoun County, MI",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Genesee County, MI",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Genesee County, MI",2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,22.0
"Ingham County, MI",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Kalamazoo County, MI",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Kent County, MI",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0
"Macomb County, MI",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Macomb County, MI",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18.0
"Macomb County, MI",2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,52.0
"Muskegon County, MI",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Oakland County, MI",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,17.0
"Oakland County, MI",2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,56.0
"Saginaw County, MI",2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,16.0
"St. Clair County, MI",2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0
"Wayne County, MI",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,132.0
"Wayne County, MI",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,25.0
"Wayne County, MI",2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,26.0
"Anoka County, MN",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Hennepin County, MN",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,50.0
"Hennepin County, MN",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0
"Ramsey County, MN",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"St. Louis County, MN",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Hancock County, MS",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Harrison County, MS",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0
"Jackson County, MS",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"Boone County, MO",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Clay County, MO",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Greene County, MO",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,40.0
"Jackson County, MO",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,48.0
"Jefferson County, MO",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"St. Charles County, MO",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"St. Francois County, MO",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"St. Louis County, MO",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0
"St. Louis County, MO",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,25.0
"St. Louis city, MO",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0
"Missoula County, MT",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Yellowstone County, MT",2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0
"Clark County, NV",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,206.0
"Clark County, NV",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,41.0
"Washoe County, NV",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0
"Washoe County, NV",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0
"Washoe County, NV",2003.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0
"Hillsborough County, NH",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"Merrimack County, NH",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Rockingham County, NH",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Strafford County, NH",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Atlantic County, NJ",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0
"Bergen County, NJ",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0
"Bergen County, NJ",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0
"Burlington County, NJ",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0
"Camden County, NJ",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0
"Cumberland County, NJ",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Essex County, NJ",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,86.0
"Gloucester County, NJ",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Hudson County, NJ",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,47.0
"Mercer County, NJ",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Middlesex County, NJ",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0
"Middlesex County, NJ",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0
"Monmouth County, NJ",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,42.0
"Monmouth County, NJ",2003.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0
"Morris County, NJ",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0
"Ocean County, NJ",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0
"Passaic County, NJ",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0
"Somerset County, NJ",2003.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
